Mutation,TP,FP,FN,TN
11:97446216-97446216,0,3,10,25
3:173124713-173124713,0,3,10,25
16:34932585-34932585,0,3,10,25
1:58557798-58557798,0,3,10,25
21:29623321-29623321,0,3,10,25
7:126557486-126557486,0,3,10,25
1:71033296-71033296,0,3,10,25
12:12008259-12008259,0,3,10,25
14:23736256-23736256,0,4,10,24
X:42307430-42307430,1,2,9,26
14:43191971-43191971,0,4,10,24
1:242253645-242253645,0,3,10,25
7:80984576-80984576,0,3,10,25
7:158007396-158007396,0,4,10,24
7:53351935-53351935,0,3,10,25
17:68145342-68145342,0,4,10,24
6:129627820-129627820,0,3,10,25
11:93504689-93504689,0,3,10,25
7:84885284-84885284,0,3,10,25
8:49199129-49199129,0,4,10,24
8:82708200-82708200,0,3,10,25
2:65513284-65513284,0,4,10,24
8:63406725-63406725,0,3,10,25
1:80126660-80126660,0,3,10,25
5:151163956-151163956,0,3,10,25
18:10874556-10874556,0,3,10,25
6:3547239-3547239,0,3,10,25
7:104211788-104211788,0,3,10,25
7:102851637-102851637,1,3,9,25
6:50162636-50162636,0,3,10,25
11:81469292-81469292,0,4,10,24
19:34446804-34446804,0,3,10,25
6:64634366-64634366,0,4,10,24
1:106521934-106521934,0,3,10,25
11:94547972-94547972,0,3,10,25
1:20557267-20557267,0,3,10,25
6:86544421-86544421,0,3,10,25
X:145064251-145064251,0,3,10,25
3:179995274-179995274,0,3,10,25
12:33678054-33678054,0,4,10,24
3:20394506-20394506,0,3,10,25
12:18863806-18863806,0,3,10,25
16:5510489-5510489,0,3,10,25
3:183309569-183309569,0,3,10,25
7:102444932-102444932,2,2,8,26
8:16254290-16254290,0,4,10,24
3:135426372-135426372,0,3,10,25
5:81292945-81292945,0,3,10,25
7:102815256-102815256,0,3,10,25
3:165381862-165381862,0,3,10,25
4:23796369-23796369,0,3,10,25
4:67249317-67249317,0,3,10,25
5:12523124-12523124,0,3,10,25
5:55424446-55424446,0,3,10,25
9:15858861-15858861,0,3,10,25
1:71987993-71987993,0,3,10,25
13:32133395-32133395,0,3,10,25
9:76267652-76267652,0,3,10,25
1:223394283-223394283,0,3,10,25
5:45407089-45407089,0,4,10,24
2:870903-870903,0,3,10,25
8:49401229-49401229,0,3,10,25
2:38194090-38194090,0,3,10,25
1:46844056-46844056,0,3,10,25
7:97723252-97723252,0,3,10,25
10:52619639-52619639,0,4,10,24
15:88806662-88806662,0,3,10,25
10:22377068-22377068,0,4,10,24
5:22286502-22286502,0,3,10,25
20:49393761-49393761,0,3,10,25
16:62431843-62431843,0,3,10,25
12:92309896-92309896,0,3,10,25
17:34377284-34377284,0,4,10,24
8:69422612-69422612,0,3,10,25
4:98956811-98956811,0,3,10,25
6:156743262-156743262,0,4,10,24
7:10923350-10923350,0,3,10,25
7:121590479-121590479,0,3,10,25
9:92970909-92970909,0,3,10,25
18:62850961-62850961,0,3,10,25
18:5442601-5442601,0,4,10,24
7:152717221-152717221,0,3,10,25
9:105788785-105788785,0,3,10,25
4:25142518-25142518,0,3,10,25
11:12391661-12391661,0,3,10,25
6:112947303-112947303,0,3,10,25
3:164609427-164609427,0,3,10,25
3:96409414-96409414,0,3,10,25
8:77158394-77158394,0,4,10,24
3:149520649-149520649,0,3,10,25
18:14769438-14769438,0,3,10,25
9:14079915-14079915,0,4,10,24
8:87767785-87767785,0,4,10,24
12:30488763-30488763,0,3,10,25
4:67197440-67197440,0,3,10,25
8:128226883-128226883,0,3,10,25
8:35524454-35524454,0,3,10,25
11:80663678-80663678,0,4,10,24
10:24271788-24271788,0,3,10,25
X:132253970-132253970,0,3,10,25
6:88251898-88251898,0,3,10,25
2:6344975-6344975,0,3,10,25
12:65716528-65716528,0,3,10,25
2:174827643-174827643,0,4,10,24
5:41661619-41661619,0,3,10,25
18:15024452-15024452,1,2,9,26
18:24473304-24473304,0,4,10,24
2:198332186-198332186,0,4,10,24
10:116469710-116469710,0,3,10,25
8:101615725-101615725,0,3,10,25
7:153156123-153156123,0,4,10,24
16:86180221-86180221,0,3,10,25
1:81268740-81268740,0,3,10,25
2:81400464-81400464,0,3,10,25
1:81034433-81034433,0,3,10,25
6:69859075-69859075,0,4,10,24
5:5723646-5723646,0,4,10,24
1:73214402-73214402,0,3,10,25
13:74956185-74956185,0,3,10,25
9:15950168-15950168,0,3,10,25
3:77375114-77375114,0,3,10,25
18:31164044-31164044,0,3,10,25
6:125677392-125677392,0,3,10,25
2:188624856-188624856,0,3,10,25
7:152536167-152536167,2,1,8,27
7:44010945-44010945,0,6,10,22
9:98783906-98783906,0,3,10,25
3:97580945-97580945,2,2,8,26
14:91095597-91095597,3,0,7,28
8:26097674-26097674,0,3,10,25
1:192757458-192757458,0,3,10,25
2:199987388-199987388,0,3,10,25
3:132465854-132465854,0,3,10,25
6:57318734-57318734,0,3,10,25
20:2236699-2236699,0,3,10,25
16:85073682-85073682,0,4,10,24
4:105246283-105246283,0,5,10,23
16:64619421-64619421,0,3,10,25
7:78707817-78707817,0,4,10,24
7:102934620-102934620,0,3,10,25
1:211166650-211166650,0,4,10,24
6:86766620-86766620,0,4,10,24
20:59562817-59562817,0,3,10,25
3:109202263-109202263,0,4,10,24
15:24326226-24326226,0,3,10,25
10:20415999-20415999,0,3,10,25
1:51429795-51429795,0,4,10,24
4:190979507-190979507,2,1,8,27
11:29312471-29312471,0,3,10,25
10:42998561-42998561,0,3,10,25
18:26386323-26386323,0,4,10,24
2:204890659-204890659,0,3,10,25
10:89692904-89692904,4,0,6,28
12:72623566-72623566,0,3,10,25
10:16122391-16122391,0,3,10,25
2:101507551-101507551,0,3,10,25
4:30699320-30699320,0,3,10,25
8:113676994-113676994,0,4,10,24
17:18568369-18568369,3,0,7,28
5:37928557-37928557,0,4,10,24
3:32056949-32056949,0,3,10,25
7:24079473-24079473,0,4,10,24
7:145963282-145963282,0,3,10,25
18:15035137-15035137,0,3,10,25
4:112655047-112655047,0,4,10,24
6:67839776-67839776,0,4,10,24
17:38016506-38016506,3,0,7,28
11:39627340-39627340,0,3,10,25
4:29700807-29700807,0,3,10,25
4:85218116-85218116,0,3,10,25
1:72307580-72307580,0,3,10,25
18:36450159-36450159,0,3,10,25
9:17685754-17685754,0,3,10,25
X:126693891-126693891,0,4,10,24
19:16004406-16004406,0,3,10,25
13:26112149-26112149,0,3,10,25
11:106258794-106258794,1,2,9,26
2:234809933-234809933,0,4,10,24
X:127928250-127928250,4,0,6,28
X:133540626-133540626,0,3,10,25
14:72322340-72322340,0,3,10,25
3:12107121-12107121,0,3,10,25
8:50374500-50374500,0,3,10,25
2:72700120-72700120,0,3,10,25
11:44856210-44856210,0,3,10,25
10:78229824-78229824,0,4,10,24
8:137240405-137240405,0,3,10,25
18:68135598-68135598,0,3,10,25
4:181987566-181987566,0,4,10,24
7:35458919-35458919,0,3,10,25
6:92294529-92294529,0,3,10,25
2:212438119-212438119,0,3,10,25
4:20589036-20589036,0,4,10,24
X:153674626-153674626,0,4,10,24
9:37374589-37374589,0,4,10,24
8:74153854-74153854,0,3,10,25
15:28641613-28641613,3,0,7,28
14:46567872-46567872,0,4,10,24
7:64959719-64959719,0,4,10,24
14:87516252-87516252,0,4,10,24
2:64071972-64071972,0,4,10,24
17:234294-234294,0,4,10,24
5:4351918-4351918,0,3,10,25
6:9165867-9165867,0,3,10,25
8:4132677-4132677,0,3,10,25
9:1561384-1561384,0,3,10,25
1:191922897-191922897,0,4,10,24
2:84456820-84456820,3,1,7,27
8:122583434-122583434,0,3,10,25
X:109810001-109810001,0,3,10,25
4:176067137-176067137,0,3,10,25
1:143755537-143755537,2,1,8,27
1:176624956-176624956,0,3,10,25
10:19257270-19257270,0,3,10,25
5:54894409-54894409,0,4,10,24
15:24258316-24258316,0,4,10,24
1:157246364-157246364,0,4,10,24
11:132437946-132437946,3,0,7,28
X:4723175-4723175,0,3,10,25
5:6846986-6846986,0,3,10,25
8:80144884-80144884,0,3,10,25
20:33928794-33928794,0,3,10,25
8:139651892-139651892,0,4,10,24
20:663330-663330,0,3,10,25
3:75707024-75707024,3,0,7,28
5:10964966-10964966,0,4,10,24
20:31259129-31259129,0,4,10,24
8:144713001-144713001,3,0,7,28
14:91694088-91694088,0,3,10,25
3:157236038-157236038,0,3,10,25
12:83351411-83351411,0,4,10,24
14:68593916-68593916,0,4,10,24
6:27762515-27762515,0,4,10,24
10:132537514-132537514,0,3,10,25
7:13441258-13441258,0,3,10,25
6:92677650-92677650,0,4,10,24
2:148335946-148335946,0,3,10,25
15:98539328-98539328,0,3,10,25
11:134523174-134523174,0,3,10,25
16:64226189-64226189,0,3,10,25
3:2311695-2311695,2,2,8,26
6:95516741-95516741,0,3,10,25
3:180472449-180472449,0,4,10,24
8:40709990-40709990,0,4,10,24
7:88659213-88659213,0,4,10,24
12:124938051-124938051,0,3,10,25
14:87182881-87182881,0,3,10,25
6:87996134-87996134,0,4,10,24
2:108891319-108891319,0,4,10,24
1:20347209-20347209,0,3,10,25
2:155681106-155681106,0,4,10,24
21:39206108-39206108,0,3,10,25
X:2033983-2033983,0,4,10,24
2:89260154-89260154,3,2,7,26
2:19426263-19426263,0,3,10,25
1:8579439-8579439,0,3,10,25
16:61597791-61597791,0,3,10,25
1:219567191-219567191,0,4,10,24
16:60751812-60751812,0,3,10,25
14:74073218-74073218,0,3,10,25
3:68262582-68262582,0,4,10,24
13:79064625-79064625,0,4,10,24
10:26561973-26561973,0,4,10,24
8:129393051-129393051,0,3,10,25
1:105975650-105975650,0,4,10,24
16:74418110-74418110,4,0,6,28
3:83168305-83168305,0,3,10,25
14:42790110-42790110,0,4,10,24
9:46773677-46773677,3,0,7,28
1:221892538-221892538,0,3,10,25
1:163453140-163453140,0,4,10,24
7:20021338-20021338,0,4,10,24
8:73961883-73961883,0,4,10,24
3:149117548-149117548,0,3,10,25
8:103114518-103114518,0,3,10,25
1:159514775-159514775,0,3,10,25
2:132868381-132868381,0,4,10,24
5:147656230-147656230,0,3,10,25
1:182096029-182096029,0,3,10,25
3:19718768-19718768,1,3,9,25
16:53597738-53597738,0,3,10,25
2:123544998-123544998,0,3,10,25
11:14524195-14524195,0,4,10,24
11:42531996-42531996,0,4,10,24
10:37210091-37210091,0,3,10,25
1:221918535-221918535,0,3,10,25
1:57064-57064,3,0,7,28
6:47990787-47990787,0,3,10,25
6:79286751-79286751,0,4,10,24
7:53771593-53771593,0,3,10,25
2:126044889-126044889,0,4,10,24
17:75386128-75386128,0,4,10,24
4:54465214-54465214,0,3,10,25
10:3269594-3269594,0,3,10,25
19:32924323-32924323,0,3,10,25
9:30561388-30561388,0,3,10,25
X:56656693-56656693,2,3,8,25
2:229021683-229021683,0,3,10,25
9:23658858-23658858,0,3,10,25
1:191387671-191387671,0,3,10,25
3:158769161-158769161,0,3,10,25
10:133075637-133075637,0,3,10,25
2:37386783-37386783,0,5,10,23
6:72723314-72723314,0,3,10,25
1:179777174-179777174,0,4,10,24
10:6529255-6529255,0,3,10,25
2:50700854-50700854,0,3,10,25
9:41908836-41908836,2,2,8,26
2:14560570-14560570,0,4,10,24
6:58471062-58471062,0,3,10,25
X:29719096-29719096,0,3,10,25
9:33796660-33796660,1,2,9,26
4:130970312-130970312,0,4,10,24
12:2734877-2734877,0,4,10,24
18:33458065-33458065,0,3,10,25
X:74329927-74329927,0,3,10,25
1:17782462-17782462,0,4,10,24
2:185273654-185273654,0,3,10,25
15:96403530-96403530,0,3,10,25
15:23121399-23121399,3,0,7,28
5:43612446-43612446,0,3,10,25
8:67553011-67553011,0,3,10,25
1:19085239-19085239,0,3,10,25
6:110662621-110662621,0,3,10,25
17:7578212-7578212,0,4,10,24
10:31106600-31106600,0,3,10,25
5:473177-473177,0,3,10,25
10:81643120-81643120,0,4,10,24
8:31975495-31975495,0,4,10,24
6:143335627-143335627,0,3,10,25
7:142346193-142346193,0,3,10,25
3:157790949-157790949,0,3,10,25
18:15069138-15069138,0,4,10,24
6:92957467-92957467,0,3,10,25
7:2365475-2365475,0,4,10,24
11:42499831-42499831,0,3,10,25
4:81267859-81267859,3,1,7,27
12:12436123-12436123,0,4,10,24
2:169678811-169678811,0,3,10,25
1:185689564-185689564,0,4,10,24
8:72413330-72413330,0,4,10,24
8:5265228-5265228,0,3,10,25
10:25970978-25970978,0,3,10,25
7:5774406-5774406,0,6,10,22
4:86894642-86894642,0,4,10,24
19:4071355-4071355,0,4,10,24
2:21664841-21664841,0,4,10,24
14:70309061-70309061,0,4,10,24
2:137717909-137717909,0,4,10,24
14:44345923-44345923,0,4,10,24
17:17196068-17196068,0,4,10,24
13:64404824-64404824,1,2,9,26
7:142372124-142372124,0,4,10,24
9:32290843-32290843,0,3,10,25
4:121174061-121174061,2,6,8,22
2:223448456-223448456,0,4,10,24
6:27388307-27388307,0,3,10,25
2:135608636-135608636,0,3,10,25
6:36007180-36007180,0,4,10,24
13:62951236-62951236,0,3,10,25
X:3967235-3967235,0,3,10,25
1:83360816-83360816,0,3,10,25
11:57052077-57052077,0,3,10,25
12:25664569-25664569,0,3,10,25
2:124748468-124748468,0,4,10,24
3:65758272-65758272,0,3,10,25
7:8112953-8112953,0,4,10,24
2:189651109-189651109,0,4,10,24
13:109018303-109018303,0,3,10,25
10:15582326-15582326,0,4,10,24
6:48550297-48550297,0,4,10,24
3:107955038-107955038,0,3,10,25
13:20050970-20050970,1,2,9,26
21:41532027-41532027,0,4,10,24
8:23632203-23632203,0,4,10,24
6:28912377-28912377,0,4,10,24
21:23240847-23240847,0,4,10,24
6:57750387-57750387,0,4,10,24
18:4627451-4627451,0,3,10,25
11:39541479-39541479,0,4,10,24
7:98242464-98242464,1,2,9,26
3:34166216-34166216,0,3,10,25
2:229445395-229445395,0,3,10,25
4:78503869-78503869,0,3,10,25
13:19203214-19203214,0,3,10,25
1:54583802-54583802,0,3,10,25
X:62581039-62581039,0,3,10,25
1:21622232-21622232,0,4,10,24
16:2582507-2582507,0,3,10,25
7:128863119-128863119,0,3,10,25
2:126403755-126403755,0,3,10,25
7:68377867-68377867,0,3,10,25
1:69429784-69429784,0,3,10,25
12:6182687-6182687,0,3,10,25
1:77777911-77777911,0,3,10,25
X:71026322-71026322,0,4,10,24
7:157478081-157478081,0,3,10,25
5:153098022-153098022,0,3,10,25
13:32501858-32501858,0,4,10,24
9:111208956-111208956,0,3,10,25
12:97849161-97849161,0,3,10,25
16:30300959-30300959,3,0,7,28
14:88705263-88705263,0,3,10,25
10:114072207-114072207,0,3,10,25
19:36240128-36240128,0,3,10,25
10:5554778-5554778,0,4,10,24
7:13647767-13647767,0,3,10,25
11:65789678-65789678,0,3,10,25
7:118073133-118073133,0,4,10,24
6:51272382-51272382,0,3,10,25
7:120057499-120057499,0,3,10,25
6:35291007-35291007,0,4,10,24
16:77187485-77187485,0,3,10,25
10:79477881-79477881,0,3,10,25
17:66197659-66197659,0,4,10,24
18:38309484-38309484,2,2,8,26
7:119773464-119773464,0,4,10,24
17:62867664-62867664,3,0,7,28
19:5271915-5271915,0,3,10,25
2:177214177-177214177,0,3,10,25
2:194101013-194101013,0,4,10,24
2:208227502-208227502,0,4,10,24
2:139497818-139497818,0,4,10,24
12:20344815-20344815,0,4,10,24
2:97839069-97839069,0,3,10,25
9:19214055-19214055,0,3,10,25
X:131505151-131505151,0,4,10,24
6:83390294-83390294,0,3,10,25
10:18305387-18305387,0,4,10,24
9:28311097-28311097,0,4,10,24
16:64077685-64077685,0,4,10,24
10:83880214-83880214,0,4,10,24
7:56680527-56680527,0,4,10,24
10:43008745-43008745,0,3,10,25
21:14617287-14617287,0,4,10,24
15:55978689-55978689,0,4,10,24
14:106110579-106110579,0,3,10,25
2:228916508-228916508,0,3,10,25
8:53774787-53774787,0,3,10,25
12:63827930-63827930,0,3,10,25
X:125431933-125431933,0,3,10,25
7:109666398-109666398,0,3,10,25
7:129936322-129936322,0,4,10,24
5:28395784-28395784,0,3,10,25
7:55908564-55908564,0,3,10,25
11:67755242-67755242,0,4,10,24
2:125488676-125488676,0,3,10,25
17:39122049-39122049,0,4,10,24
10:18462169-18462169,0,4,10,24
X:37280924-37280924,0,4,10,24
11:131430546-131430546,0,3,10,25
11:89426764-89426764,0,3,10,25
10:52974110-52974110,0,3,10,25
X:119714736-119714736,0,3,10,25
6:142653461-142653461,0,3,10,25
7:119885164-119885164,0,4,10,24
10:47404310-47404310,3,0,7,28
2:105276844-105276844,0,4,10,24
13:101146946-101146946,1,2,9,26
12:86450503-86450503,0,4,10,24
6:125846815-125846815,0,4,10,24
15:86878576-86878576,1,2,9,26
11:49204289-49204289,0,5,10,23
3:74486844-74486844,3,0,7,28
8:35377775-35377775,0,3,10,25
3:196120616-196120616,0,3,10,25
5:28661035-28661035,0,4,10,24
5:21362520-21362520,3,0,7,28
2:88971938-88971938,1,2,9,26
10:12194458-12194458,0,4,10,24
1:82752546-82752546,0,3,10,25
6:128038502-128038502,0,3,10,25
X:98302488-98302488,0,3,10,25
18:40794874-40794874,0,4,10,24
20:21806521-21806521,0,3,10,25
18:35409871-35409871,0,3,10,25
3:175308249-175308249,0,3,10,25
7:49336507-49336507,0,3,10,25
17:77789879-77789879,0,3,10,25
8:130796324-130796324,0,4,10,24
13:98097152-98097152,0,4,10,24
11:108956204-108956204,0,4,10,24
7:70929752-70929752,0,3,10,25
1:194413136-194413136,0,4,10,24
1:163338059-163338059,0,3,10,25
8:140151930-140151930,0,3,10,25
3:193269708-193269708,0,3,10,25
16:22640733-22640733,0,3,10,25
5:113369952-113369952,0,4,10,24
3:167029221-167029221,0,3,10,25
12:74181559-74181559,0,4,10,24
12:73667621-73667621,0,4,10,24
X:123946460-123946460,0,4,10,24
8:55030362-55030362,0,4,10,24
3:165329655-165329655,0,3,10,25
17:49995497-49995497,0,4,10,24
4:40414364-40414364,0,3,10,25
2:19021013-19021013,0,3,10,25
9:8713082-8713082,0,4,10,24
5:62173332-62173332,0,3,10,25
4:40564734-40564734,0,3,10,25
11:79661824-79661824,0,3,10,25
16:8437659-8437659,0,3,10,25
14:48200872-48200872,0,4,10,24
X:142517397-142517397,0,4,10,24
8:57268161-57268161,0,3,10,25
5:8577972-8577972,0,4,10,24
9:22951625-22951625,0,3,10,25
10:10494632-10494632,0,3,10,25
1:214118783-214118783,0,3,10,25
1:218656568-218656568,0,3,10,25
6:164605905-164605905,0,4,10,24
17:103173-103173,0,3,10,25
6:27718780-27718780,0,4,10,24
5:170488002-170488002,1,2,9,26
3:159736823-159736823,0,4,10,24
6:163488245-163488245,0,3,10,25
11:92719328-92719328,0,4,10,24
7:9152856-9152856,0,3,10,25
1:142697253-142697253,3,0,7,28
22:36410380-36410380,0,3,10,25
13:59052361-59052361,0,4,10,24
X:118830861-118830861,0,3,10,25
12:57463553-57463553,0,3,10,25
9:38923064-38923064,1,2,9,26
7:7503171-7503171,0,3,10,25
12:71955654-71955654,0,4,10,24
5:109499343-109499343,0,4,10,24
1:66460628-66460628,0,4,10,24
1:101209763-101209763,0,3,10,25
2:124512860-124512860,0,4,10,24
22:51207240-51207240,0,3,10,25
15:78204263-78204263,1,6,9,22
12:2407858-2407858,0,3,10,25
11:51276131-51276131,0,5,10,23
5:21466109-21466109,3,0,7,28
12:108970281-108970281,0,4,10,24
11:127225909-127225909,0,3,10,25
20:57702955-57702955,0,3,10,25
5:162700490-162700490,0,3,10,25
13:76140070-76140070,0,4,10,24
2:220918787-220918787,0,3,10,25
5:40327237-40327237,0,3,10,25
6:167191115-167191115,0,3,10,25
7:6121193-6121193,0,3,10,25
6:103919674-103919674,0,4,10,24
13:109507831-109507831,0,4,10,24
16:10455345-10455345,0,3,10,25
19:33639281-33639281,0,4,10,24
3:163416899-163416899,0,3,10,25
4:143150735-143150735,0,4,10,24
15:28577041-28577041,3,0,7,28
1:166350848-166350848,0,3,10,25
12:74071916-74071916,0,4,10,24
4:103041853-103041853,1,2,9,26
20:56385295-56385295,0,3,10,25
X:23158346-23158346,0,3,10,25
2:43013970-43013970,0,3,10,25
21:25351017-25351017,0,4,10,24
21:23966895-23966895,0,3,10,25
10:92473915-92473915,0,3,10,25
1:215454705-215454705,0,3,10,25
7:149998536-149998536,1,3,9,25
5:155531355-155531355,0,3,10,25
5:112837298-112837298,0,4,10,24
3:105044226-105044226,0,3,10,25
X:76645633-76645633,0,3,10,25
2:130703224-130703224,0,4,10,24
12:71986810-71986810,0,3,10,25
19:1885074-1885074,0,3,10,25
1:61444206-61444206,0,3,10,25
21:25185770-25185770,0,3,10,25
11:55054785-55054785,0,4,10,24
20:22972481-22972481,4,3,6,25
14:78503236-78503236,0,4,10,24
14:31370722-31370722,0,3,10,25
12:34361327-34361327,0,3,10,25
2:134332740-134332740,0,4,10,24
6:44958854-44958854,0,3,10,25
10:54152027-54152027,0,4,10,24
4:29790605-29790605,0,3,10,25
16:27048297-27048297,0,3,10,25
15:46904084-46904084,0,3,10,25
5:88462642-88462642,0,3,10,25
3:181777114-181777114,0,3,10,25
8:114894840-114894840,1,2,9,26
12:102849106-102849106,0,4,10,24
4:170774655-170774655,0,3,10,25
9:122455109-122455109,0,4,10,24
11:27812324-27812324,0,4,10,24
6:1374256-1374256,0,3,10,25
4:165093006-165093006,0,3,10,25
3:87574650-87574650,0,3,10,25
18:73889191-73889191,0,3,10,25
2:14042157-14042157,0,4,10,24
1:58555862-58555862,0,3,10,25
2:139390775-139390775,0,4,10,24
8:142733168-142733168,0,3,10,25
14:56836789-56836789,0,3,10,25
9:22555240-22555240,0,4,10,24
2:50607287-50607287,0,4,10,24
16:4343437-4343437,0,3,10,25
12:38487008-38487008,0,3,10,25
3:19718753-19718753,1,3,9,25
21:47493046-47493046,0,4,10,24
14:84664978-84664978,0,3,10,25
X:152224013-152224013,0,3,10,25
1:29089446-29089446,0,4,10,24
3:121349442-121349442,0,3,10,25
19:3116921-3116921,0,4,10,24
11:97652620-97652620,0,3,10,25
11:124001595-124001595,0,4,10,24
3:166082224-166082224,0,3,10,25
10:9284275-9284275,0,4,10,24
1:34938838-34938838,0,3,10,25
15:50484750-50484750,2,1,8,27
12:70584124-70584124,0,4,10,24
6:54861956-54861956,0,3,10,25
8:31588068-31588068,0,4,10,24
2:209527596-209527596,2,1,8,27
11:51387975-51387975,0,3,10,25
11:85771469-85771469,0,4,10,24
7:10257927-10257927,0,3,10,25
9:42213558-42213558,3,0,7,28
1:105628426-105628426,0,3,10,25
4:183207654-183207654,0,3,10,25
6:62286037-62286037,0,3,10,25
19:33693199-33693199,0,3,10,25
18:45846749-45846749,0,3,10,25
1:16910658-16910658,0,5,10,23
16:15469322-15469322,3,0,7,28
10:64127286-64127286,0,4,10,24
7:57359195-57359195,0,4,10,24
2:227268231-227268231,0,3,10,25
15:72076069-72076069,0,3,10,25
7:34893920-34893920,0,3,10,25
4:180293249-180293249,0,4,10,24
18:64345762-64345762,0,4,10,24
16:60597127-60597127,0,4,10,24
11:86770123-86770123,0,3,10,25
11:84128807-84128807,0,4,10,24
3:80144073-80144073,0,3,10,25
3:2078105-2078105,0,4,10,24
12:72493614-72493614,0,3,10,25
6:165436888-165436888,0,3,10,25
20:59196778-59196778,0,3,10,25
5:26647601-26647601,0,3,10,25
7:15650643-15650643,0,4,10,24
3:120162048-120162048,0,4,10,24
1:9499772-9499772,0,3,10,25
8:84630594-84630594,0,3,10,25
10:57324744-57324744,0,3,10,25
1:55733388-55733388,0,3,10,25
9:20163857-20163857,0,3,10,25
10:85494950-85494950,0,3,10,25
5:3984817-3984817,0,3,10,25
8:79402662-79402662,0,3,10,25
2:88487237-88487237,0,4,10,24
12:116045373-116045373,0,3,10,25
10:3930471-3930471,0,4,10,24
5:110137185-110137185,0,3,10,25
2:146701829-146701829,0,4,10,24
6:98301787-98301787,0,3,10,25
11:28901873-28901873,0,4,10,24
6:126840550-126840550,0,3,10,25
5:104769830-104769830,0,4,10,24
3:175254577-175254577,0,3,10,25
19:35851826-35851826,0,3,10,25
14:101394127-101394127,0,3,10,25
6:48651238-48651238,0,3,10,25
4:69952205-69952205,0,4,10,24
6:79237140-79237140,4,0,6,28
17:57642476-57642476,0,4,10,24
21:14946754-14946754,0,3,10,25
4:9671558-9671558,1,2,9,26
12:31261925-31261925,0,3,10,25
15:94061431-94061431,0,4,10,24
1:72857926-72857926,0,3,10,25
X:123238691-123238691,0,4,10,24
12:16101320-16101320,1,2,9,26
20:46607108-46607108,0,4,10,24
18:61451578-61451578,0,3,10,25
11:93686088-93686088,0,3,10,25
4:43336356-43336356,0,3,10,25
6:77204068-77204068,0,4,10,24
8:59490127-59490127,0,4,10,24
7:157085330-157085330,0,3,10,25
2:46883779-46883779,0,3,10,25
6:115638745-115638745,0,3,10,25
14:59608015-59608015,0,3,10,25
7:22544632-22544632,0,3,10,25
7:65875525-65875525,0,3,10,25
1:60272518-60272518,0,4,10,24
15:46768420-46768420,0,3,10,25
4:22223547-22223547,0,4,10,24
1:100014831-100014831,0,3,10,25
18:4666726-4666726,0,3,10,25
10:105479622-105479622,0,3,10,25
5:172790163-172790163,0,3,10,25
14:79129968-79129968,0,3,10,25
7:111720299-111720299,0,4,10,24
5:3555437-3555437,0,3,10,25
10:60920542-60920542,0,4,10,24
1:157914794-157914794,0,4,10,24
1:199099100-199099100,0,3,10,25
2:89513959-89513959,2,1,8,27
7:63250445-63250445,0,4,10,24
8:77073963-77073963,0,4,10,24
18:8413191-8413191,0,3,10,25
3:140797531-140797531,0,3,10,25
20:7714805-7714805,0,3,10,25
13:53752786-53752786,0,3,10,25
2:14747960-14747960,0,3,10,25
5:38989785-38989785,1,2,9,26
2:224280069-224280069,0,3,10,25
11:89356670-89356670,1,2,9,26
8:53509979-53509979,0,3,10,25
2:103346240-103346240,0,4,10,24
18:58374597-58374597,0,3,10,25
2:34244158-34244158,0,4,10,24
7:35137420-35137420,2,2,8,26
6:85239513-85239513,0,4,10,24
5:174865907-174865907,0,4,10,24
5:20931435-20931435,0,3,10,25
16:79935917-79935917,0,4,10,24
3:76326682-76326682,0,4,10,24
6:6178617-6178617,0,4,10,24
11:44375038-44375038,0,4,10,24
3:6043687-6043687,3,0,7,28
3:131279795-131279795,0,3,10,25
7:135035931-135035931,0,3,10,25
12:61709669-61709669,0,3,10,25
11:97757919-97757919,0,3,10,25
X:104768429-104768429,0,3,10,25
8:130104342-130104342,0,3,10,25
7:78801883-78801883,0,4,10,24
2:57799210-57799210,0,3,10,25
7:139063809-139063809,0,3,10,25
1:157326792-157326792,0,4,10,24
12:10611922-10611922,0,3,10,25
4:150415918-150415918,0,4,10,24
6:74258711-74258711,0,3,10,25
3:118242406-118242406,0,4,10,24
12:77772159-77772159,4,0,6,28
2:66713379-66713379,0,3,10,25
18:55976249-55976249,0,3,10,25
2:110460789-110460789,0,3,10,25
16:5414670-5414670,0,3,10,25
1:247545757-247545757,4,0,6,28
2:24694043-24694043,3,0,7,28
4:12641080-12641080,0,3,10,25
6:166024446-166024446,0,3,10,25
1:74928520-74928520,0,3,10,25
9:72044876-72044876,0,3,10,25
21:24350835-24350835,0,3,10,25
7:5944406-5944406,1,2,9,26
10:51521550-51521550,0,4,10,24
8:50689559-50689559,0,3,10,25
7:141031902-141031902,0,3,10,25
18:57897996-57897996,0,3,10,25
9:11516199-11516199,0,3,10,25
9:114969913-114969913,0,4,10,24
11:72874496-72874496,0,4,10,24
2:204139856-204139856,0,3,10,25
16:64694636-64694636,0,4,10,24
12:79890536-79890536,0,4,10,24
2:134232225-134232225,0,4,10,24
9:105981170-105981170,0,3,10,25
1:228188133-228188133,0,4,10,24
8:31576178-31576178,0,4,10,24
13:58871390-58871390,0,4,10,24
19:27994708-27994708,0,4,10,24
7:146032389-146032389,0,3,10,25
13:68339477-68339477,0,4,10,24
7:103378541-103378541,0,3,10,25
3:141105660-141105660,0,4,10,24
12:60876517-60876517,0,4,10,24
