Name1	Name2
ENSG00000113594	LIFR
ENSG00000206765	RNU6-203P
ENSG00000068024	HDAC4
ENSG00000175718	RBMXL3
ENSG00000197044	ZNF441
ENSG00000222314	RNU6-1118P
ENSG00000267883	
ENSG00000236527	ARF4P2
ENSG00000151689	INPP1
ENSG00000206846	RF00019
ENSG00000260983	AC010528.1
ENSG00000255539	AP002336.3
ENSG00000108785	HSD17B1P1
ENSG00000130193	THEM6
ENSG00000241886	AC112496.1
ENSG00000227212	PFN1P6
ENSG00000111644	ACRBP
ENSG00000211813	TRAV34
ENSG00000189050	RNFT1
ENSG00000149212	SESN3
ENSG00000249798	HSD3BP3
ENSG00000225936	AL731557.1
ENSG00000140950	TLDC1
ENSG00000166897	ELFN2
ENSG00000065320	NTN1
ENSG00000107902	LHPP
ENSG00000225492	GBP1P1
ENSG00000183977	PP2D1
ENSG00000227114	
ENSG00000200651	RF00019
ENSG00000241167	
ENSG00000155640	
ENSG00000206573	THUMPD3-AS1
ENSG00000268500	AC018755.2
ENSG00000202272	RF00019
ENSG00000102032	RENBP
ENSG00000255621	AC023790.2
ENSG00000236025	AL139135.1
ENSG00000252692	RF00271
ENSG00000227960	AL138799.2
ENSG00000272508	AL136982.6
ENSG00000123838	C4BPA
ENSG00000258622	AL442163.3
ENSG00000115594	IL1R1
ENSG00000269509	BNIP3P34
ENSG00000165300	SLITRK5
ENSG00000260937	AC025272.1
ENSG00000214930	KRT8P6
ENSG00000258140	AC127894.1
ENSG00000214050	FBXO16
ENSG00000252162	RNU6-830P
ENSG00000266693	OR4K8P
ENSG00000198363	ASPH
ENSG00000227584	MTND4P5
ENSG00000229806	RPS15P5
ENSG00000176567	OR4X1
ENSG00000228789	HCG22
ENSG00000234670	OR6C64P
ENSG00000241457	PLSCR5-AS1
ENSG00000237988	OR2I1P
ENSG00000166153	DEPDC4
ENSG00000178199	ZC3H12D
ENSG00000222364	
ENSG00000158552	ZFAND2B
ENSG00000265076	
ENSG00000202215	RNU1-51P
ENSG00000257635	CR383656.4
ENSG00000260727	SLC7A5P1
ENSG00000138639	ARHGAP24
ENSG00000168734	PKIG
ENSG00000205266	KRT17P5
ENSG00000215196	BASP1-AS1
ENSG00000261090	AC127459.2
ENSG00000101040	ZMYND8
ENSG00000232227	AC013401.1
ENSG00000198948	MFAP3L
ENSG00000229168	RPL19P20
ENSG00000236827	LINC00529
ENSG00000231889	TRAF3IP2-AS1
ENSG00000262693	AC012146.3
ENSG00000005302	MSL3
ENSG00000229594	AL159987.2
ENSG00000100083	GGA1
ENSG00000186160	CYP4Z1
ENSG00000156011	PSD3
ENSG00000111405	ENDOU
ENSG00000148482	SLC39A12
ENSG00000250011	HMGB1P3
ENSG00000221954	OR4C12
ENSG00000269189	AL445223.1
ENSG00000155093	PTPRN2
ENSG00000066032	CTNNA2
ENSG00000168589	DYNLRB2
ENSG00000124575	HIST1H1D
ENSG00000165370	GPR101
ENSG00000232894	MRPS31P2
ENSG00000229639	LINC01758
ENSG00000110318	CEP126
ENSG00000251000	AC008592.3
ENSG00000240097	AC104164.2
ENSG00000255829	AC092490.2
ENSG00000114378	HYAL1
ENSG00000237154	MCFD2P1
ENSG00000061337	LZTS1
ENSG00000163634	THOC7
ENSG00000224003	YES1P1
ENSG00000187695	
ENSG00000164344	KLKB1
ENSG00000267922	AC007785.1
ENSG00000266168	MIR3147
ENSG00000252651	RNU6-557P
ENSG00000138279	ANXA7
ENSG00000180846	CSNK1G2-AS1
ENSG00000257022	AC008250.1
ENSG00000271751	AP003392.5
ENSG00000148572	NRBF2
ENSG00000213489	AL627231.1
ENSG00000254490	OR5M7P
ENSG00000153132	CLGN
ENSG00000145494	NDUFS6
ENSG00000230009	MTCO2P3
ENSG00000167311	ART5
ENSG00000252672	
ENSG00000201066	RN7SKP280
ENSG00000264085	
ENSG00000224977	AL121983.1
ENSG00000256786	
ENSG00000264490	BX640514.1
ENSG00000237054	PRMT5-AS1
ENSG00000201517	RNU6-707P
ENSG00000236349	SUCLG2P2
ENSG00000235508	RPS2P7
ENSG00000171033	PKIA
ENSG00000259797	AC020978.1
ENSG00000254921	AC116456.1
ENSG00000265382	
ENSG00000147274	RBMX
ENSG00000253123	AC091182.1
ENSG00000240959	ST13P14
ENSG00000226801	OSTCP8
ENSG00000058668	ATP2B4
ENSG00000256715	
ENSG00000221356	
ENSG00000180834	MAP6D1
ENSG00000206583	RNU6-1292P
ENSG00000077274	CAPN6
ENSG00000186152	LILRP1
ENSG00000207010	RNU6-318P
ENSG00000264910	RN7SL525P
ENSG00000272767	JMJD1C-AS1
ENSG00000238273	AC108058.1
ENSG00000263958	AC091138.1
ENSG00000233343	ATP6V1G1P4
ENSG00000264696	
ENSG00000221330	
ENSG00000268716	
ENSG00000239438	RPS26P48
ENSG00000130305	NSUN5
ENSG00000269990	
ENSG00000106246	PTCD1
ENSG00000077498	TYR
ENSG00000068654	POLR1A
ENSG00000182712	CMC4
ENSG00000258890	CEP95
ENSG00000264624	
ENSG00000162631	NTNG1
ENSG00000273183	AC093726.2
ENSG00000169071	ROR2
ENSG00000243104	MTND4LP14
ENSG00000119705	SLIRP
ENSG00000135702	CHST5
ENSG00000123992	DNPEP
ENSG00000176904	OR51H1
ENSG00000119684	MLH3
ENSG00000232956	SNHG15
ENSG00000220986	SNORA50D
ENSG00000145050	MANF
ENSG00000259218	LINC00928
ENSG00000235035	AC005234.1
ENSG00000264829	AC087749.2
ENSG00000258107	AL158058.1
ENSG00000178665	ZNF713
ENSG00000163449	TMEM169
ENSG00000242197	AC098869.1
ENSG00000255987	TOMM20P2
ENSG00000198894	CIPC
ENSG00000248302	BNIP3P41
ENSG00000120279	MYCT1
ENSG00000244703	CD46P1
ENSG00000230931	GXYLT1P1
ENSG00000226258	GRM7-AS3
ENSG00000241888	RPSAP37
ENSG00000259054	LINC02332
ENSG00000182916	TCEAL7
ENSG00000141349	G6PC3
ENSG00000232680	AC002511.1
ENSG00000263793	MIR3115
ENSG00000201255	RNU6-990P
ENSG00000260905	AC009021.1
ENSG00000259768	AC004943.2
ENSG00000249635	AC109361.1
ENSG00000169299	PGM2
ENSG00000111058	ACSS3
ENSG00000203814	HIST2H2BF
ENSG00000232823	TXNP1
ENSG00000105696	TMEM59L
ENSG00000206911	RF00019
ENSG00000228118	MYL6P5
ENSG00000070610	GBA2
ENSG00000167701	GPT
ENSG00000105204	DYRK1B
ENSG00000120963	ZNF706
ENSG00000111305	GSG1
ENSG00000223603	CRPP1
ENSG00000237798	AC010894.4
ENSG00000154258	ABCA9
ENSG00000257016	SLC25A39P2
ENSG00000272121	AC006058.3
ENSG00000232600	TONSL-AS1
ENSG00000175073	VCPIP1
ENSG00000239708	RN7SL782P
ENSG00000199529	RNU6-462P
ENSG00000219928	AL161787.1
ENSG00000235572	AL353615.1
ENSG00000164508	HIST1H2AA
ENSG00000189410	SH2D5
ENSG00000223080	RF00019
ENSG00000177103	DSCAML1
ENSG00000231034	AL118520.1
ENSG00000131634	TMEM204
ENSG00000243945	AC078918.1
ENSG00000258901	AL121821.2
ENSG00000259028	AL135746.1
ENSG00000207276	RNU6-1160P
ENSG00000184451	CCR10
ENSG00000269580	SIGLEC27P
ENSG00000104341	LAPTM4B
ENSG00000110347	
ENSG00000159592	GPBP1L1
ENSG00000117009	KMO
ENSG00000254717	GLYATL1P2
ENSG00000183260	ABHD16B
ENSG00000233868	AC009302.1
ENSG00000234699	AL139339.1
ENSG00000202019	RF00019
ENSG00000188039	NWD1
ENSG00000196378	ZNF34
ENSG00000136160	EDNRB
ENSG00000233848	AL513188.1
ENSG00000264580	MIR5692B
ENSG00000261018	AC002101.1
ENSG00000214706	IFRD2
ENSG00000252325	RNU6-1038P
ENSG00000123975	CKS2
ENSG00000228208	C1orf143
ENSG00000076826	CAMSAP3
ENSG00000101311	FERMT1
ENSG00000124209	RAB22A
ENSG00000166503	HDGFL3
ENSG00000212302	RF00588
ENSG00000167513	CDT1
ENSG00000229547	UBE2DNL
ENSG00000200291	RF00019
ENSG00000252293	
ENSG00000224992	AL445645.1
ENSG00000241778	
ENSG00000107807	TLX1
ENSG00000250033	SLC7A11-AS1
ENSG00000227274	AC005358.1
ENSG00000225548	LINC01980
ENSG00000223935	AC008074.1
ENSG00000185453	ZSWIM9
ENSG00000264769	AC145207.8
ENSG00000103148	NPRL3
ENSG00000228440	MTND5P6
ENSG00000182083	OR6B2
ENSG00000230869	AGAP10P
ENSG00000265870	
ENSG00000200355	RF00139
ENSG00000259712	AC023906.5
ENSG00000143595	AQP10
ENSG00000248293	AC008413.1
ENSG00000270028	AC079315.1
ENSG00000167822	OR8J3
ENSG00000132670	PTPRA
ENSG00000265433	MIR4447
ENSG00000264112	AC015813.1
ENSG00000183831	ANKRD45
ENSG00000254586	AC124301.1
ENSG00000267262	AC011444.2
ENSG00000249471	ZNF324B
ENSG00000241669	LINC01327
ENSG00000168610	STAT3
ENSG00000134765	DSC1
ENSG00000265502	
ENSG00000259427	DPPA5P2
ENSG00000154027	AK5
ENSG00000221606	
ENSG00000177051	FBXO46
ENSG00000204296	C6orf10
ENSG00000271005	CTHRC1P1
ENSG00000001631	KRIT1
ENSG00000237892	KLF7-IT1
ENSG00000227954	TARID
ENSG00000253706	AC011632.1
ENSG00000271164	AL139286.1
ENSG00000256450	AC007552.1
ENSG00000120254	MTHFD1L
ENSG00000260895	AP003071.1
ENSG00000135472	FAIM2
ENSG00000211654	IGLV5-37
ENSG00000203972	GLYATL3
ENSG00000254935	AP002469.1
ENSG00000196208	GREB1
ENSG00000169330	KIAA1024
ENSG00000215264	RPL10AP3
ENSG00000233906	AL445623.1
ENSG00000272601	AC010655.3
ENSG00000232379	RPL22P23
ENSG00000067177	PHKA1
ENSG00000131759	RARA
ENSG00000252191	RNU6-751P
ENSG00000222236	RNA5SP163
ENSG00000200162	RF00019
ENSG00000197150	ABCB8
ENSG00000242663	
ENSG00000236440	AC117947.1
ENSG00000237672	KRR1P1
ENSG00000251862	MIR1343
ENSG00000270811	AL590095.2
ENSG00000268643	AC006486.1
ENSG00000114349	GNAT1
ENSG00000250611	AC098862.1
ENSG00000184939	ZFP90
ENSG00000258772	AL355922.4
ENSG00000216099	MIR889
ENSG00000240505	TNFRSF13B
ENSG00000157426	AASDH
ENSG00000137767	SQOR
ENSG00000267306	
ENSG00000204140	CLPSL1
ENSG00000114850	SSR3
ENSG00000232138	IFNWP5
ENSG00000228686	AL590723.1
ENSG00000053918	KCNQ1
ENSG00000224008	LINC01441
ENSG00000237374	
ENSG00000100629	CEP128
ENSG00000151292	CSNK1G3
ENSG00000141452	RMC1
ENSG00000232880	NDUFB4P10
ENSG00000201041	RNA5SP242
ENSG00000182473	EXOC7
ENSG00000242028	HYPK
ENSG00000259815	AC099793.1
ENSG00000157060	SHCBP1L
ENSG00000223343	AC137630.1
ENSG00000221406	MIR320B2
ENSG00000234382	AL513174.1
ENSG00000145439	CBR4
ENSG00000132591	ERAL1
ENSG00000221698	MIR548H3
ENSG00000266012	MIR4764
ENSG00000263967	MIR4290
ENSG00000221754	MIR1260A
ENSG00000108578	BLMH
ENSG00000183155	RABIF
ENSG00000185950	IRS2
ENSG00000091140	DLD
ENSG00000118322	ATP10B
ENSG00000264265	LINC01925
ENSG00000168828	OR13J1
ENSG00000225263	PCDH9-AS3
ENSG00000201501	RF00019
ENSG00000254302	AC087855.2
ENSG00000186190	BPIFB3
ENSG00000178718	RPP25
ENSG00000140284	SLC27A2
ENSG00000239169	SNORD109B
ENSG00000142731	PLK4
ENSG00000125726	CD70
ENSG00000232598	AL122034.1
ENSG00000148677	ANKRD1
ENSG00000230216	HSPB1P2
ENSG00000196169	KIF19
ENSG00000136068	FLNB
ENSG00000260807	AC009041.2
ENSG00000272325	NUDT3
ENSG00000238354	
ENSG00000009950	MLXIPL
ENSG00000109685	NSD2
ENSG00000204954	C12orf73
ENSG00000248905	FMN1
ENSG00000187173	LCE2A
ENSG00000149476	TKFC
ENSG00000221995	TIAF1
ENSG00000215504	
ENSG00000256717	AP002991.1
ENSG00000264587	AC117569.1
ENSG00000092621	PHGDH
ENSG00000262412	AL160291.1
ENSG00000235519	LINC01815
ENSG00000169609	C15orf40
ENSG00000268015	AC010320.2
ENSG00000151148	UBE3B
ENSG00000063241	ISOC2
ENSG00000248660	SRIP1
ENSG00000258867	LINC01146
ENSG00000166090	IL25
ENSG00000207656	MIR489
ENSG00000273409	AP003481.1
ENSG00000188803	SHISA6
ENSG00000118007	STAG1
ENSG00000117281	CD160
ENSG00000249383	LINC02071
ENSG00000214668	SLC29A4P1
ENSG00000213516	RBMXL1
ENSG00000224551	HMGB3P21
ENSG00000238069	RPLP0P7
ENSG00000266000	
ENSG00000235072	AC012074.1
ENSG00000264707	L3MBTL4-AS1
ENSG00000170298	LGALS9B
ENSG00000153044	CENPH
ENSG00000271612	HSPE1P14
ENSG00000255385	UBTFL10
ENSG00000207443	RNU6-417P
ENSG00000261000	AC244034.2
ENSG00000234067	RPL5P10
ENSG00000125651	GTF2F1
ENSG00000234715	AC005064.1
ENSG00000197056	ZMYM1
ENSG00000249768	HSPE1P10
ENSG00000269524	AC245052.7
ENSG00000224775	BRAFP1
ENSG00000237857	
ENSG00000229832	AL360091.1
ENSG00000005022	SLC25A5
ENSG00000224675	AC009227.1
ENSG00000235279	AC069079.1
ENSG00000177459	ERICH5
ENSG00000221357	
ENSG00000140873	ADAMTS18
ENSG00000214970	AC005323.1
ENSG00000241418	MCRIP2P1
ENSG00000159445	THEM4
ENSG00000164796	CSMD3
ENSG00000263991	
ENSG00000165487	MICU2
ENSG00000104976	SNAPC2
ENSG00000261669	AC008731.1
ENSG00000121905	HPCA
ENSG00000225473	ATP13A4-AS1
ENSG00000086666	ZFAND6
ENSG00000260928	SPCS2P1
ENSG00000258680	AL132994.1
ENSG00000253075	RN7SKP92
ENSG00000196954	CASP4
ENSG00000139668	WDFY2
ENSG00000265032	
ENSG00000237641	AC073476.1
ENSG00000207986	
ENSG00000217041	AL512430.2
ENSG00000225970	AL500522.1
ENSG00000152683	SLC30A6
ENSG00000254696	
ENSG00000254828	AP005597.1
ENSG00000113263	ITK
ENSG00000264483	MIR5008
ENSG00000226945	AC098935.1
ENSG00000196104	SPOCK3
ENSG00000168122	ZNF355P
ENSG00000181215	C4orf50
ENSG00000237238	BMS1P10
ENSG00000226500	AC243772.1
ENSG00000196409	
ENSG00000251473	AC004069.2
ENSG00000241128	OR14A2
ENSG00000137975	CLCA2
ENSG00000229120	CYCSP4
ENSG00000124641	MED20
ENSG00000243364	EFNA4
ENSG00000266478	MIR5197
ENSG00000188488	SERPINA5
ENSG00000126088	UROD
ENSG00000208016	
ENSG00000198783	ZNF830
ENSG00000256197	TSPAN9-IT1
ENSG00000178460	MCMDC2
ENSG00000223118	RN7SKP102
ENSG00000272866	AL135786.2
ENSG00000132821	VSTM2L
ENSG00000205885	C1RL-AS1
ENSG00000135093	USP30
ENSG00000126698	DNAJC8
ENSG00000197136	PCNX3
ENSG00000206925	RF00019
ENSG00000262454	MIR193BHG
ENSG00000111536	IL26
ENSG00000176204	LRRTM4
ENSG00000165626	BEND7
ENSG00000070759	TESK2
ENSG00000144619	CNTN4
ENSG00000151150	ANK3
ENSG00000260144	AC100827.2
ENSG00000160803	UBQLN4
ENSG00000211690	TRGJ1
ENSG00000167642	SPINT2
ENSG00000119661	DNAL1
ENSG00000235061	UBE2V1P7
ENSG00000264732	MIR4638
ENSG00000196156	KRTAP4-3
ENSG00000171298	GAA
ENSG00000171365	CLCN5
ENSG00000126947	ARMCX1
ENSG00000240663	RN7SL310P
ENSG00000235290	HLA-W
ENSG00000232270	
ENSG00000182636	NDN
ENSG00000198482	ZNF808
ENSG00000243414	TICAM2
ENSG00000221644	
ENSG00000251839	RNU7-12P
ENSG00000234456	MAGI2-AS3
ENSG00000254241	MTCO1P47
ENSG00000207571	MIR615
ENSG00000266675	
ENSG00000197768	STPG3
ENSG00000151332	MBIP
ENSG00000240024	LINC00888
ENSG00000007341	ST7L
ENSG00000033627	ATP6V0A1
ENSG00000242020	RN7SL68P
ENSG00000211706	TRBV6-1
ENSG00000151725	CENPU
ENSG00000260662	AC138915.1
ENSG00000109920	FNBP4
ENSG00000231987	LINC01787
ENSG00000151883	PARP8
ENSG00000233003	CICP26
ENSG00000083622	AC000061.1
ENSG00000242948	EPS15P1
ENSG00000264660	AC107926.1
ENSG00000102900	NUP93
ENSG00000163453	IGFBP7
ENSG00000250331	LINC01340
ENSG00000250039	AC096719.1
ENSG00000185883	ATP6V0C
ENSG00000163864	NMNAT3
ENSG00000141391	PRELID3A
ENSG00000265625	AC104564.5
ENSG00000233012	HDAC1P2
ENSG00000270011	ZNF559-ZNF177
ENSG00000211701	TRGV1
ENSG00000227733	AC239809.3
ENSG00000237360	CHCHD4P2
ENSG00000215374	FAM66B
ENSG00000266392	MIR4740
ENSG00000224680	PLA2G12AP1
ENSG00000264974	MIR4789
ENSG00000219200	RNASEK
ENSG00000224093	AL109613.1
ENSG00000221809	
ENSG00000150593	PDCD4
ENSG00000118418	HMGN3
ENSG00000087494	PTHLH
ENSG00000250243	AC110296.1
ENSG00000240322	RN7SL481P
ENSG00000251027	LINC01950
ENSG00000225912	AL121871.1
ENSG00000201922	RNU1-43P
ENSG00000185015	CA13
ENSG00000250062	AC104827.1
ENSG00000169777	TAS2R1
ENSG00000140548	ZNF710
ENSG00000163719	MTMR14
ENSG00000117616	RSRP1
ENSG00000228660	VN1R35P
ENSG00000271111	AL365503.1
ENSG00000232328	AC084030.1
ENSG00000221407	
ENSG00000144191	CNGA3
ENSG00000139151	PLCZ1
ENSG00000255077	OR4X7P
ENSG00000222664	RN7SKP123
ENSG00000178031	ADAMTSL1
ENSG00000269354	AC243960.5
ENSG00000159164	SV2A
ENSG00000232551	MTCO1P14
ENSG00000100243	CYB5R3
ENSG00000100523	DDHD1
ENSG00000267313	AC021504.1
ENSG00000158985	CDC42SE2
ENSG00000264815	
ENSG00000180549	FUT7
ENSG00000134056	MRPS36
ENSG00000249681	KRT19P3
ENSG00000230298	AL590068.2
ENSG00000248698	LINC01085
ENSG00000225018	AC092647.1
ENSG00000185608	MRPL40
ENSG00000240376	AC010343.1
ENSG00000088826	SMOX
ENSG00000228740	GABRG3-AS1
ENSG00000230831	AC007349.2
ENSG00000261645	DISC1FP1
ENSG00000104356	POP1
ENSG00000233863	
ENSG00000254420	AP003086.2
ENSG00000227550	TRBV7-5
ENSG00000252745	RNA5SP143
ENSG00000237870	AC073130.1
ENSG00000207691	MIR183
ENSG00000259283	AC109462.1
ENSG00000228577	AC010731.2
ENSG00000101888	NXT2
ENSG00000256551	LINC02369
ENSG00000224205	AC253536.1
ENSG00000227485	AL162400.1
ENSG00000165698	SPACA9
ENSG00000251293	AC008574.1
ENSG00000264094	
ENSG00000211782	TRAV8-1
ENSG00000211491	MIR320D1
ENSG00000186334	SLC36A3
ENSG00000263909	MIR5000
ENSG00000120942	UBIAD1
ENSG00000184084	AC091868.1
ENSG00000206681	RNU6-730P
ENSG00000108799	EZH1
ENSG00000219087	MTND4LP19
ENSG00000271871	AC005740.4
ENSG00000143612	C1orf43
ENSG00000252963	RN7SKP147
ENSG00000234026	AL157834.2
ENSG00000170860	LSM3
ENSG00000144026	ZNF514
ENSG00000138764	CCNG2
ENSG00000060339	CCAR1
ENSG00000077009	NMRK2
ENSG00000127419	TMEM175
ENSG00000215945	
ENSG00000255875	AC008813.1
ENSG00000227242	NBPF13P
ENSG00000135835	KIAA1614
ENSG00000259082	LINC02314
ENSG00000202468	RNU4-17P
ENSG00000223928	NUP35P1
ENSG00000265636	
ENSG00000185945	
ENSG00000252402	
ENSG00000251864	RF00019
ENSG00000137486	ARRB1
ENSG00000243345	AC093714.2
ENSG00000198517	MAFK
ENSG00000128512	DOCK4
ENSG00000231196	
ENSG00000048052	HDAC9
ENSG00000271981	AL158211.2
ENSG00000259093	AL137191.1
ENSG00000100351	GRAP2
ENSG00000104415	WISP1
ENSG00000272143	FGF14-AS2
ENSG00000262768	AC100791.2
ENSG00000203804	ADAMTSL4-AS1
ENSG00000248441	LINC01197
ENSG00000238156	AL445465.2
ENSG00000254986	DPP3
ENSG00000265535	RN7SL475P
ENSG00000199843	RNA5SP358
ENSG00000128928	IVD
ENSG00000109881	CCDC34
ENSG00000212658	KRTAP29-1
ENSG00000250471	GMPSP1
ENSG00000117791	MARC2
ENSG00000231312	AC007388.1
ENSG00000213556	AL359692.1
ENSG00000265860	
ENSG00000155115	GTF3C6
ENSG00000234817	AL136309.2
ENSG00000253934	MRPL49P2
ENSG00000177465	ACOT4
ENSG00000175857	GAPT
ENSG00000214184	GCC2-AS1
ENSG00000158955	WNT9B
ENSG00000263774	
ENSG00000229259	LRRC37A12P
ENSG00000234177	LINC01114
ENSG00000239040	RF00019
ENSG00000258534	AL132712.1
ENSG00000137942	FNBP1L
ENSG00000258975	AL133279.2
ENSG00000123600	METTL8
ENSG00000227036	LINC00511
ENSG00000264596	AP000897.1
ENSG00000090470	PDCD7
ENSG00000150625	GPM6A
ENSG00000244411	KRTAP5-7
ENSG00000266980	AC087289.1
ENSG00000185024	BRF1
ENSG00000248762	AC012339.1
ENSG00000267709	AC024592.2
ENSG00000111206	FOXM1
ENSG00000253781	ZNF317P1
ENSG00000196967	ZNF585A
ENSG00000088930	XRN2
ENSG00000241225	NMTRS-TGA3-1
ENSG00000204038	
ENSG00000216181	
ENSG00000250116	AC018682.1
ENSG00000226526	AL049569.1
ENSG00000153790	C7orf31
ENSG00000072364	AFF4
ENSG00000134962	KLB
ENSG00000254365	AC091820.2
ENSG00000270049	AC009061.2
ENSG00000206843	RNU6-206P
ENSG00000173065	FAM222B
ENSG00000255546	
ENSG00000259275	AC087477.2
ENSG00000065054	SLC9A3R2
ENSG00000234601	CHRM3-AS1
ENSG00000157890	MEGF11
ENSG00000185670	ZBTB3
ENSG00000256599	
ENSG00000225221	PLA2G12AP2
ENSG00000140395	WDR61
ENSG00000135625	EGR4
ENSG00000206816	RF00019
ENSG00000227838	AL121885.2
ENSG00000270978	AC091982.2
ENSG00000154016	GRAP
ENSG00000205329	OR6C3
ENSG00000204614	TRIM40
ENSG00000220377	GSTA8P
ENSG00000257139	AC084032.1
ENSG00000100036	SLC35E4
ENSG00000175792	RUVBL1
ENSG00000239455	AC074043.1
ENSG00000252240	
ENSG00000189127	ANKRD34B
ENSG00000248275	TRIM52-AS1
ENSG00000253333	AC146944.3
ENSG00000073536	NLE1
ENSG00000251419	AC108120.3
ENSG00000261868	MFSD1P1
ENSG00000234826	AC003084.1
ENSG00000170983	LINC00208
ENSG00000233626	AC092814.1
ENSG00000226312	CFLAR-AS1
ENSG00000101751	POLI
ENSG00000255679	JRKL-AS1
ENSG00000272676	OR5AO1P
ENSG00000230873	STMND1
ENSG00000258677	AC022826.2
ENSG00000102057	KCND1
ENSG00000259562	AC090607.2
ENSG00000268957	SIGLEC26P
ENSG00000130208	APOC1
ENSG00000259580	AC023908.2
ENSG00000162624	LHX8
ENSG00000153303	FRMD1
ENSG00000179818	PCBP1-AS1
ENSG00000136682	CBWD2
ENSG00000227864	ARL5AP1
ENSG00000134333	LDHA
ENSG00000265225	
ENSG00000202428	RNU6-108P
ENSG00000096384	HSP90AB1
ENSG00000136931	NR5A1
ENSG00000230834	AC068580.2
ENSG00000169242	EFNA1
ENSG00000241921	AC000372.1
ENSG00000167346	MMP26
ENSG00000100302	RASD2
ENSG00000162066	AMDHD2
ENSG00000226375	AL022310.1
ENSG00000216179	MIR541
ENSG00000213414	AC008677.1
ENSG00000227917	AL449043.1
ENSG00000222608	RNA5SP504
ENSG00000259530	AC104574.1
ENSG00000214429	CYCSP6
ENSG00000249345	LINC02405
ENSG00000266066	POLRMTP1
ENSG00000197134	ZNF257
ENSG00000147799	ARHGAP39
ENSG00000184937	WT1
ENSG00000226163	AL513185.1
ENSG00000259132	AL132780.3
ENSG00000252739	RNU7-151P
ENSG00000119673	ACOT2
ENSG00000253115	AC087672.1
ENSG00000197901	SLC22A6
ENSG00000271259	AC010201.1
ENSG00000145041	DCAF1
ENSG00000256885	
ENSG00000262670	
ENSG00000183722	LHFPL6
ENSG00000156531	PHF6
ENSG00000167641	PPP1R14A
ENSG00000132141	CCT6B
ENSG00000239049	
ENSG00000250602	AC093535.1
ENSG00000141013	GAS8
ENSG00000215790	SLC35E2
ENSG00000241125	
ENSG00000236591	AL357992.1
ENSG00000234900	AL135937.1
ENSG00000251585	AC026444.1
ENSG00000107282	APBA1
ENSG00000132002	DNAJB1
ENSG00000273007	AC021205.3
ENSG00000108651	UTP6
ENSG00000258275	OR7K1P
ENSG00000126500	FLRT1
ENSG00000262766	AC135050.5
ENSG00000005955	
ENSG00000201216	RF00019
ENSG00000232046	LINC01798
ENSG00000213654	GPSM3
ENSG00000264750	AC032019.1
ENSG00000271240	AC110741.2
ENSG00000221910	OR2F2
ENSG00000233048	LINC01722
ENSG00000142182	DNMT3L
ENSG00000110171	TRIM3
ENSG00000271793	AL589666.1
ENSG00000242836	MTCO3P35
ENSG00000211862	TRAJ27
ENSG00000236817	AL606804.1
ENSG00000265740	RN7SL339P
ENSG00000170396	ZNF804A
ENSG00000251088	AC117473.1
ENSG00000174473	GALNTL6
ENSG00000254333	NDST1-AS1
ENSG00000134884	ARGLU1
ENSG00000184575	XPOT
ENSG00000267848	
ENSG00000248311	AC026719.1
ENSG00000199453	SNORD115-12
ENSG00000147257	GPC3
ENSG00000111110	PPM1H
ENSG00000259603	AC016595.1
ENSG00000239690	RN7SL668P
ENSG00000226453	LINC02542
ENSG00000198099	ADH4
ENSG00000221309	
ENSG00000106546	AHR
ENSG00000264548	AC132872.2
ENSG00000160223	ICOSLG
ENSG00000268545	VN1R107P
ENSG00000241710	
ENSG00000130723	PRRC2B
ENSG00000260179	AL162741.1
ENSG00000232756	AC004990.1
ENSG00000249135	AC116347.2
ENSG00000262188	LINC01978
ENSG00000109618	SEPSECS
ENSG00000237152	DLEU7-AS1
ENSG00000224228	AL031599.1
ENSG00000146918	NCAPG2
ENSG00000036672	USP2
ENSG00000240583	AQP1
ENSG00000251348	HSPD1P11
ENSG00000240268	MOXD2P
ENSG00000240040	AC244205.1
ENSG00000253768	AC008663.1
ENSG00000250504	KRT18P51
ENSG00000273447	AC004067.1
ENSG00000076706	MCAM
ENSG00000136717	BIN1
ENSG00000259059	PEBP1P1
ENSG00000139579	NABP2
ENSG00000252247	RNU6-70P
ENSG00000170608	FOXA3
ENSG00000199833	SNORD115-21
ENSG00000216809	AL589993.1
ENSG00000119699	TGFB3
ENSG00000258947	TUBB3
ENSG00000233353	RPS7P9
ENSG00000144655	CSRNP1
ENSG00000227543	SPAG5-AS1
ENSG00000232998	VPS13A-AS1
ENSG00000178206	
ENSG00000166224	SGPL1
ENSG00000248137	AC094105.1
ENSG00000197536	C5orf56
ENSG00000259080	AC074091.1
ENSG00000235951	AC009965.2
ENSG00000240065	PSMB9
ENSG00000207789	MIR26A2
ENSG00000169851	PCDH7
ENSG00000261115	TMEM178B
ENSG00000234072	AC074117.1
ENSG00000258861	MIR381HG
ENSG00000176695	OR4F17
ENSG00000259100	AL157791.1
ENSG00000163249	CCNYL1
ENSG00000255496	AC103796.1
ENSG00000169291	SHE
ENSG00000186965	KRTAP19-2
ENSG00000244230	RN7SL151P
ENSG00000198453	ZNF568
ENSG00000197863	ZNF790
ENSG00000241336	LINC01487
ENSG00000166033	HTRA1
ENSG00000229306	AP001464.1
ENSG00000105889	STEAP1B
ENSG00000248877	PGBD4P4
ENSG00000253500	AF121898.1
ENSG00000256975	AC092821.2
ENSG00000148737	TCF7L2
ENSG00000120162	MOB3B
ENSG00000252267	RNA5SP495
ENSG00000149124	GLYAT
