,SA599177,SA599143,SA598026,SA598002,SA601548,SA598067,SA599175,SA599123,SA598046,SA599154,SA599107,SA598013,SA598029,SA599136,SA598027,SA598003,SA598017,SA599169,SA599118,SA601545,SA599102,SA599088,SA598025,SA599157,SA598014,SA599112,SA599132,SA598018,SA599094,SA598012,SA598062,SA599146,SA599092,SA599098,SA599166,SA598001,SA599104,SA598040
cg18490616,0.614898012,0.045501551,0.041923551,0.070396975,0.353191489,0.05062724,0.567389715,0.837555066,0.060064191,0.608382325,0.064493516,0.457423109,0.052059925,0.593182769,0.05573205,0.063569029,0.049497487,0.050767041,0.508966573,0.400204094,0.045162991,0.750775731,0.044977511,0.604406801,0.052327886,0.043739005,0.546737286,0.047330194,0.054003321,0.050068371,0.086728227,0.049977951,0.019769656,0.069863825,0.049886277,0.484263923,0.077716702,0.047022925
cg14507560,0.860275239,0.044066684,0.214999682,0.058452583,0.650628887,0.037144318,0.802554382,0.746987167,0.105891495,0.332630878,0.014754703,0.076598406,0.26525,0.056096563,0.018253427,0.04161008,0.021286773,0.455479232,0.077550564,0.740481599,0.01986602,0.462718415,0.044546094,0.390199743,0.061959117,0.017482728,0.04696081,0.029906848,0.043048362,0.071715215,0.054911795,0.024270112,0.054354944,0.034984326,0.380269419,0.088409923,0.031092727,0.280917929
cg01869243,0.362874251,0.040161998,0.034829043,0.637881102,0.545352654,0.041636883,0.281684175,0.208849558,0.160130719,0.395575797,0.024216877,0.332738427,0.03225241,0.37014218,0.028809152,0.64874474,0.318673396,0.022231246,0.425616292,0.575104676,0.015324195,0.052887807,0.0202433,0.420016259,0.912313627,0.014642288,0.402231711,0.276563006,0.030766816,0.894040082,0.018604651,0.018778146,0.086751055,0.020818204,0.037126068,0.304610169,0.022820163,0.031486251
cg16897114,0.037093755,0.02281699,0.079161816,0.05148879,0.14511207,0.04300651,0.038357695,0.691765653,0.087831325,0.719127968,0.018938962,0.650259927,0.096580451,0.028701697,0.044274538,0.068228666,0.025348374,0.029710578,0.527146913,0.48023924,0.023939916,0.748661568,0.035524568,0.782106355,0.053822295,0.024980571,0.04615632,0.015620898,0.029186665,0.042543743,0.037383178,0.01755344,0.064054393,0.029624003,0.035627178,0.623553719,0.032771857,0.129761136
cg24636477,0.036075443,0.044298691,0.15423623,0.061945963,0.598404255,0.044277313,0.036339893,0.821129482,0.173470829,0.494094356,0.033723264,0.761316215,0.182268908,0.051878695,0.024836801,0.069364162,0.033320546,0.043650391,0.594435971,0.528235518,0.031562418,0.654593055,0.03764502,0.547823182,0.077040013,0.022574496,0.055609467,0.033479807,0.033447038,0.053394374,0.039055846,0.034006585,0.101854865,0.025702936,0.042827682,0.713687447,0.039454971,0.18655526
cg06103031,0.031297478,0.028934741,0.080987404,0.062845304,0.522571819,0.034459907,0.022906935,0.896446183,0.026062092,0.553961111,0.036970781,0.529930655,0.074383965,0.074460412,0.030179283,0.075825612,0.017887467,0.050435701,0.667600172,0.75638816,0.028077141,0.021662973,0.026490066,0.512540793,0.085799954,0.024423461,0.063256997,0.036306693,0.036185948,0.081617696,0.038578799,0.025470653,0.063261663,0.033818405,0.040094141,0.71971178,0.040281274,0.092165899
cg10644072,0.070385004,0.035811974,0.180942184,0.05061443,0.383021088,0.081583683,0.069673849,0.850695909,0.04284473,0.717554389,0.068774265,0.717682318,0.215334421,0.042271935,0.039209568,0.07013931,0.041531148,0.089754893,0.459789474,0.567886784,0.079515471,0.03758858,0.061488998,0.79726776,0.065053469,0.038869629,0.049431076,0.037270011,0.068235097,0.041079976,0.088400488,0.039396105,0.564534001,0.071240106,0.05654579,0.646210656,0.078798469,0.222249509
cg27513573,0.736447905,0.047263883,0.078356481,0.038379976,0.51518635,0.034025023,0.669462475,0.658320373,0.217609329,0.67028728,0.036542885,0.079927655,0.105884501,0.065501496,0.015794605,0.052330539,0.032610268,0.542951823,0.468658867,0.637110113,0.023888437,0.012380479,0.02115561,0.661266568,0.068884205,0.019795658,0.070956256,0.015199161,0.049249143,0.045868793,0.03468614,0.338175264,0.467065868,0.026478376,0.518232451,0.070911264,0.055548713,0.074567872
cg09813525,0.716254904,0.053044416,0.093394564,0.04816834,0.585090796,0.060603913,0.670961003,0.804569403,0.125807299,0.446420127,0.447422058,0.085887515,0.113438645,0.045329239,0.040114613,0.053027509,0.031437681,0.088206029,0.610338099,0.650907433,0.033086289,0.63332838,0.061272937,0.481328373,0.084841409,0.566123955,0.067308692,0.057689467,0.042873944,0.052424684,0.057649831,0.038852224,0.029628106,0.04950888,0.040978189,0.058424234,0.057249113,0.123818379
cg00295572,0.750729092,0.018957346,0.132843277,0.063151109,0.601455133,0.068584439,0.709190286,0.01801721,0.150482903,0.028604228,0.077907986,0.790810178,0.155836961,0.026640606,0.015943181,0.04833129,0.06610475,0.093037632,0.102385887,0.674311142,0.016168737,0.010315186,0.040587485,0.05819947,0.035183943,0.007334637,0.027886577,0.02349896,0.040798282,0.055442484,0.08807093,0.013967484,0.634157105,0.017383134,0.06303875,0.692152918,0.044225838,0.192825279
cg12652174,0.056451613,0.07335518,0.071192281,0.093871375,0.196774597,0.059798271,0.056534352,0.87760895,0.10390516,0.844092506,0.031326652,0.335632501,0.061648234,0.094159262,0.057671877,0.11988708,0.067559055,0.059869629,0.664214228,0.752699313,0.038828439,0.024964299,0.072813927,0.850824832,0.074037267,0.042520077,0.050353679,0.067528271,0.056576919,0.07210348,0.057611473,0.033530572,0.184454756,0.041856752,0.060630937,0.31702502,0.047589301,0.067581266
cg01423964,0.027361485,0.026419977,0.025638929,0.059647142,0.553256047,0.025744739,0.032433084,0.783702957,0.042522172,0.692814347,0.035986035,0.623890903,0.027046232,0.044079328,0.027866359,0.036066161,0.020082094,0.028128697,0.555588937,0.609265878,0.019578389,0.012257079,0.027318098,0.705973307,0.052967551,0.018481562,0.046291412,0.027346234,0.035462923,0.041483988,0.031613432,0.031562773,0.005810956,0.024876403,0.023179315,0.593912848,0.030390738,0.023496009
cg09775533,0.780562692,0.584073838,0.346477193,0.635498118,0.564876244,0.484476114,0.755022287,0.856876891,0.26507924,0.17060148,0.57092672,0.721951993,0.266199418,0.704832044,0.096838338,0.605165219,0.094389738,0.340139559,0.492972103,0.651806358,0.412308456,0.747653883,0.093680131,0.130265806,0.491551525,0.81994603,0.736537808,0.059513012,0.075114611,0.454426452,0.405497518,0.872036783,0.663377609,0.380001692,0.322589752,0.725914297,0.075827857,0.266831819
cg16504626,0.033870334,0.055881308,0.063388454,0.061944258,0.576195847,0.032607615,0.032241015,0.880295986,0.193396226,0.434133145,0.033593951,0.555747126,0.044501398,0.595443574,0.397441971,0.060640546,0.034091762,0.072341835,0.699639113,0.683923368,0.021100427,0.029267695,0.289055627,0.515745768,0.078053679,0.03127532,0.5196571,0.023996343,0.039656942,0.067818493,0.044761436,0.036780014,0.378348539,0.034572923,0.060596199,0.556332104,0.056660967,0.052493624
cg02730156,0.715871254,0.056650938,0.370134344,0.577093217,0.50813354,0.132190023,0.68153626,0.418698639,0.02883205,0.555753262,0.469105731,0.074470674,0.292352372,0.716567797,0.1252241,0.616856289,0.694434681,0.093690915,0.069104704,0.562659154,0.203443208,0.646010227,0.100266193,0.504234026,0.077115214,0.449593098,0.68913685,0.6699774,0.089721334,0.068444155,0.174484384,0.107671139,0.752301334,0.459924859,0.066503906,0.081769122,0.096117514,0.29604828
cg14402472,0.026280488,0.027499458,0.017737639,0.053362031,0.666916879,0.012820513,0.023324187,0.55652642,0.083663781,0.03071108,0.022738268,0.873717522,0.020066183,0.057070553,0.015954987,0.035604783,0.01439904,0.021580717,0.449907769,0.802560997,0.018411215,0.062119711,0.033198744,0.029041718,0.07035724,0.007616046,0.043012024,0.016125834,0.021189999,0.035022328,0.021257962,0.015368567,0.021777749,0.024887702,0.023463318,0.819437766,0.007278609,0.019169924
cg06204922,0.076289398,0.026519534,0.06077488,0.046574116,0.510202436,0.026520582,0.089008399,0.855993564,0.102069921,0.593131496,0.039732888,0.739741271,0.069660294,0.025191156,0.494136044,0.060401989,0.092702318,0.059205364,0.518775883,0.661708981,0.256426892,0.138983051,0.247654155,0.550882196,0.032578264,0.032276657,0.037043796,0.1379234,0.049732499,0.043158861,0.033888048,0.03311221,0.027769506,0.057107301,0.050817215,0.764370983,0.068069132,0.054938477
cg10884788,0.07383654,0.061739089,0.077331634,0.077221931,0.60002359,0.086948268,0.094475761,0.821939921,0.274142886,0.799958498,0.084070796,0.676885908,0.082118813,0.059245146,0.07370415,0.090046057,0.067627237,0.128192654,0.424850141,0.64725211,0.08552758,0.058314088,0.069986853,0.82251376,0.08508072,0.088341544,0.067765399,0.068802272,0.074779857,0.069839508,0.067411475,0.073029759,0.129993747,0.100314767,0.118186852,0.651529657,0.086592991,0.084918957
cg02423318,0.659834938,0.064466117,0.109356822,0.660030369,0.092268459,0.065627681,0.663072904,0.061946031,0.044267646,0.912317216,0.054415274,0.436083371,0.140878251,0.105688593,0.055189255,0.561851588,0.187857961,0.061087571,0.148962544,0.057569092,0.101260835,0.055813546,0.046791444,0.925179767,0.10199498,0.045727445,0.08006795,0.085355649,0.050587,0.093185282,0.103839322,0.042759706,0.455798334,0.076949502,0.05323654,0.381222306,0.069319979,0.164370422
cg25147193,0.236886374,0.061637805,0.047049362,0.337563597,0.348809365,0.028600227,0.240428293,0.590933842,0.05530303,0.722053067,0.03841947,0.089324357,0.039445983,0.117298578,0.604395604,0.269041596,0.665732436,0.056454171,0.2271035,0.362523249,0.489108911,0.225462304,0.301455008,0.740718198,0.063966658,0.033837193,0.048059965,0.494564181,0.049914987,0.062861272,0.031316068,0.882533399,0.017241379,0.664365171,0.05098646,0.092583224,0.052790529,0.035003144
cg07547000,0.436329256,0.280497331,0.070888092,0.040013473,0.498095673,0.041951604,0.419561345,0.825536923,0.066000265,0.059362339,0.692170317,0.644739789,0.113226124,0.023253987,0.022087912,0.052690509,0.02135388,0.039937513,0.544638891,0.636752137,0.013054155,0.02685433,0.02413106,0.071738737,0.042901435,0.704849838,0.042395638,0.034299671,0.019083656,0.031045857,0.062417793,0.325412541,0.119362921,0.030720161,0.028707812,0.591915233,0.04130708,0.119803308
cg01995743,0.037107804,0.046395549,0.105271775,0.061519465,0.601001968,0.060180812,0.024477673,0.850248916,0.148684046,0.783176215,0.029295589,0.093809138,0.148691655,0.050452299,0.02735362,0.062432505,0.024073182,0.079652997,0.645096242,0.662585629,0.026997956,0.032170325,0.043403153,0.826043339,0.077962726,0.02080213,0.044178436,0.021794062,0.025315384,0.033669534,0.078381795,0.021538967,0.270136668,0.02621334,0.036941516,0.0755614,0.023493715,0.148941158
cg03676512,0.08,0.05695992,0.071538631,0.077743225,0.410912103,0.03661436,0.06539788,0.858339291,0.132067138,0.497695853,0.065057981,0.818370212,0.079765825,0.079936051,0.045492487,0.099367089,0.041666667,0.049747944,0.141843242,0.593612545,0.068302509,0.76071542,0.05136416,0.492075378,0.09555216,0.061529116,0.081238987,0.053819728,0.058273075,0.075503592,0.039744921,0.056892779,0.189666291,0.086495092,0.048838594,0.813931363,0.062028861,0.101068106
cg00690148,0.600342672,0.02207766,0.067097027,0.028029349,0.60137965,0.037016459,0.571766189,0.841034701,0.029177025,0.632562823,0.009014663,0.058228247,0.090753759,0.015875981,0.023747343,0.031617558,0.013111986,0.054620375,0.592568917,0.714751915,0.018170245,0.019576526,0.024080843,0.561569142,0.041617673,0.010330695,0.036097048,0.017745803,0.022519319,0.023933024,0.03713171,0.023678923,0.025408719,0.03080181,0.049396716,0.078418932,0.02284225,0.137294908
cg17911318,0.02404943,0.023815477,0.220957543,0.02955017,0.556282471,0.050189565,0.01515435,0.806415868,0.35706695,0.257943706,0.015841291,0.798730159,0.269494697,0.037017804,0.01634701,0.038053326,0.081889081,0.047342537,0.613969153,0.619226638,0.013731575,0.01531247,0.012831683,0.292079779,0.035294118,0.008500465,0.026203582,0.058261265,0.019055944,0.024709914,0.084388908,0.01422443,0.465202857,0.025290638,0.054974662,0.785454545,0.020505568,0.303696983
cg16761581,0.582518337,0.038633168,0.08586239,0.408160174,0.531807046,0.217616295,0.567005545,0.704630593,0.268574709,0.648833017,0.55261822,0.572073665,0.105811485,0.555102041,0.030358786,0.393584011,0.036139387,0.049230609,0.358051146,0.525118096,0.065921788,0.041645548,0.028469962,0.680673544,0.036777295,0.635783503,0.562304538,0.03803132,0.061206331,0.042948567,0.133127103,0.032402982,0.028785233,0.054497947,0.038807732,0.577885257,0.056049619,0.081520303
cg06874656,0.759189282,0.389035232,0.287681832,0.068037058,0.524491334,0.031509526,0.719827586,0.435717923,0.031498001,0.399132321,0.234506162,0.755599801,0.174256309,0.585634756,0.023916968,0.066987464,0.114050653,0.040735874,0.402728992,0.646085491,0.020266243,0.028700056,0.036044154,0.409351643,0.04989339,0.072568033,0.508378696,0.118024691,0.031993323,0.058647687,0.048032826,0.405731947,0.103387357,0.028877005,0.01377822,0.759733172,0.029272031,0.223437019
cg23219859,0.50426171,0.409227026,0.029861308,0.097808789,0.450249712,0.003102579,0.530777976,0.770598158,0.182596392,0.033113575,0.013287613,0.564240283,0.039901947,0.589474416,0.33351142,0.089414414,0.54915945,0.0330033,0.527661248,0.481438108,0.019419205,0.024505462,0.235694444,0.028743625,0.610538963,0.021352313,0.547454531,0.522767946,0.035549525,0.658858859,0.027353178,0.435391363,0.023013962,0.012325953,0.032343317,0.470689779,0.028588357,0.017110266
cg09260089,0.056453328,0.046163191,0.164937759,0.047304676,0.551914483,0.072139032,0.063327125,0.83703234,0.107807821,0.850436146,0.248525785,0.543786902,0.167676423,0.035611001,0.037669095,0.071444047,0.046349042,0.120593692,0.452538787,0.634073185,0.070713458,0.043175136,0.060741041,0.871893872,0.058855262,0.044823095,0.0430119,0.040466472,0.057064418,0.060192616,0.100791194,0.046439043,0.050141911,0.080565674,0.080344184,0.485835909,0.064231626,0.191040628
cg20603260,0.791422287,0.07304893,0.064538159,0.126107032,0.424465679,0.194841901,0.765122065,0.876522524,0.032034266,0.081022996,0.035386872,0.086636139,0.057260078,0.139730396,0.048407973,0.161226115,0.05594559,0.033174205,0.72257354,0.494621684,0.033966225,0.022427131,0.065521628,0.078492936,0.51426765,0.032474545,0.093082511,0.062377493,0.031346883,0.480400013,0.134587272,0.438198782,0.501016343,0.039308462,0.04122814,0.116872692,0.042162914,0.036157297
cg24638668,0.816910485,0.267016557,0.083525186,0.087006007,0.659134403,0.329876797,0.77846195,0.538670285,0.039689034,0.116364445,0.566966109,0.734083993,0.096899621,0.122318536,0.145498908,0.098252313,0.073820322,0.091732939,0.326476613,0.716035546,0.066924779,0.078794351,0.077544083,0.081688466,0.14418732,0.513505987,0.091186441,0.060356653,0.091881514,0.194818586,0.278310334,0.48312611,0.064844118,0.109644454,0.077719214,0.720572184,0.069194943,0.080926916
cg27583690,0.057583193,0.09554057,0.094041156,0.083478813,0.504547536,0.040768976,0.070605613,0.850236891,0.096194995,0.812646199,0.069610778,0.526629702,0.103882328,0.094068026,0.039688656,0.11811538,0.045731446,0.056747287,0.580023364,0.621330957,0.037543211,0.036109574,0.053505147,0.836108178,0.069050314,0.03452078,0.094876441,0.03174742,0.035808611,0.073824117,0.042399,0.03544608,0.030870259,0.058687616,0.046683047,0.460424277,0.056979482,0.114289207
cg13800209,0.391980198,0.048135179,0.096133381,0.13214449,0.132047911,0.262816591,0.37486418,0.89641079,0.24065458,0.190357899,0.036393328,0.082625887,0.13671875,0.046650342,0.393018018,0.086568627,0.056724611,0.026313343,0.289398892,0.468251486,0.599847851,0.036965844,0.377096774,0.25209356,0.928112472,0.031127983,0.061968281,0.031432935,0.021547421,0.834146963,0.172833184,0.033097177,0.61513048,0.070303837,0.050305516,0.084920539,0.0297593,0.138224878
cg08204280,0.638778747,0.512007534,0.163840681,0.056698472,0.479536281,0.064825254,0.581710555,0.681401937,0.14510218,0.349598334,0.681437052,0.668049477,0.124842291,0.36715824,0.009831107,0.018033399,0.631487497,0.055673292,0.491511861,0.550487523,0.035263835,0.562713912,0.007784524,0.334536474,0.044895129,0.577989816,0.331078375,0.565242044,0.024721053,0.032768719,0.086260237,0.38883615,0.013083633,0.011756431,0.072611095,0.607713499,0.035325365,0.175822283
cg15449323,0.563203079,0.538417681,0.105473059,0.280227001,0.396567381,0.072417355,0.565520678,0.834401905,0.112552836,0.246133916,0.055555556,0.79836546,0.07421774,0.18284911,0.442700622,0.253760836,0.052266082,0.052513788,0.654056113,0.193593477,0.052283127,0.39772296,0.282843787,0.203464065,0.149683308,0.160631878,0.298503561,0.032743942,0.055644644,0.110551948,0.057592242,0.549995239,0.804510784,0.068818225,0.062211807,0.778089274,0.054492353,0.117160475
cg08057136,0.656655454,0.050175207,0.140884175,0.13837124,0.533973743,0.084207215,0.619478032,0.854011614,0.165616481,0.278782112,0.267455722,0.751676475,0.184735409,0.658047086,0.53335744,0.18625127,0.504987176,0.108385933,0.551677424,0.674527611,0.613680466,0.196596944,0.316715298,0.353178677,0.10738014,0.435560759,0.701126574,0.417233046,0.08646411,0.109117406,0.110578306,0.058977291,0.157497094,0.753109729,0.105238613,0.683432863,0.08113446,0.158350762
cg05884032,0.765999622,0.089852525,0.221624983,0.115116994,0.56271008,0.139716498,0.734580408,0.831272282,0.271456123,0.358913502,0.74639734,0.110384164,0.189431171,0.095497203,0.108947457,0.092217841,0.077790234,0.098404712,0.557181169,0.640658324,0.093934664,0.816518366,0.133708031,0.42694881,0.130881663,0.475995373,0.072584451,0.082118712,0.104708363,0.137852491,0.134320703,0.098582348,0.008590415,0.109798972,0.118302018,0.09702273,0.11706704,0.246941417
cg02409878,0.846256864,0.054940065,0.094930346,0.529062871,0.59666435,0.088999322,0.746962493,0.110601991,0.042242941,0.358796583,0.220023677,0.701666201,0.125390381,0.618726917,0.315359243,0.63995589,0.313851081,0.294886884,0.074105784,0.693339163,0.085514834,0.136585366,0.255803893,0.368321289,0.12408648,0.087062511,0.644030285,0.182885158,0.110363803,0.134695888,0.108597285,0.073796483,0.676709071,0.11092033,0.27665365,0.685953743,0.088209088,0.124725194
cg24720583,0.884399018,0.066802721,0.488415372,0.163732637,0.235211627,0.039771283,0.863227533,0.288010044,0.097229305,0.73011734,0.144145123,0.107155883,0.321703326,0.131717716,0.631619424,0.10689466,0.239404353,0.099446819,0.033653846,0.55703603,0.151563611,0.46084937,0.324525678,0.836732109,0.105878594,0.035844091,0.097331942,0.179291446,0.050789424,0.204533141,0.047013977,0.496035916,0.059356227,0.05969133,0.159843035,0.0980106,0.057937102,0.378537845
cg01085837,0.827418159,0.039479817,0.084278381,0.046173684,0.449112304,0.062912621,0.707952341,0.865076031,0.03734892,0.138911509,0.269822076,0.477303638,0.09795373,0.617453767,0.116236007,0.063860746,0.04102115,0.061429233,0.529757531,0.5915754,0.086909756,0.261320355,0.090582539,0.137597054,0.105681664,0.498505728,0.588699399,0.04379562,0.068729904,0.090984715,0.071205726,0.04488954,0.503032403,0.117860991,0.066420392,0.433014553,0.056832743,0.104724359
cg05019905,0.616285325,0.39458598,0.619882878,0.503528478,0.580841171,0.051431449,0.644495965,0.555752911,0.160220204,0.272823887,0.032345785,0.082974032,0.528299418,0.080362901,0.504051253,0.485443259,0.681995149,0.050418086,0.498625344,0.176614216,0.543392081,0.061499404,0.44177581,0.2985893,0.749517049,0.047838339,0.09734552,0.684034155,0.031760947,0.724600444,0.04876161,0.457078608,0.691627479,0.495168925,0.073878628,0.114460392,0.039413585,0.508733223
cg23861668,0.022370512,0.037409137,0.045816099,0.036077236,0.59852593,0.053850345,0.023063727,0.739685467,0.137564197,0.55824623,0.021909441,0.563138071,0.066313493,0.036495177,0.028873759,0.047528345,0.019189947,0.042591412,0.571861734,0.623811402,0.015659955,0.014747859,0.027236402,0.560200735,0.05778592,0.019824775,0.038739473,0.0237691,0.031603363,0.036753214,0.050416559,0.025615059,0.728699405,0.018810811,0.027386028,0.581378766,0.024466019,0.039356524
cg23187653,0.051336898,0.026324116,0.079816907,0.058491045,0.411550739,0.047809627,0.051979555,0.822190251,0.142015104,0.712634756,0.040431034,0.766963772,0.112545381,0.231785258,0.323245697,0.06248661,0.042021221,0.126598357,0.322291556,0.528379513,0.292685566,0.121664694,0.184786541,0.646283082,0.079646709,0.036686683,0.186546314,0.058137045,0.04804494,0.089504771,0.057427336,0.041508129,0.57909753,0.668795912,0.103926097,0.718185965,0.056024052,0.119777762
cg23695485,0.031434751,0.039337097,0.02954471,0.055506348,0.601631857,0.040501997,0.025045445,0.865259299,0.17485351,0.01890578,0.046041793,0.044301219,0.029357668,0.053635709,0.034243749,0.028066021,0.009255831,0.024584351,0.744825788,0.749515756,0.048835568,0.012270346,0.03499009,0.028424248,0.050195385,0.583644738,0.038552864,0.014635581,0.025847486,0.068007421,0.017527328,0.012078442,0.695577648,0.02624807,0.03323986,0.061191243,0.024927268,0.027760092
cg26013553,0.04708648,0.071843946,0.06250893,0.091279994,0.563548649,0.055165916,0.053927724,0.756378645,0.113805367,0.704079476,0.04031746,0.706654201,0.057711803,0.07464485,0.055183324,0.103337275,0.05264036,0.051087632,0.58062532,0.584569733,0.032974239,0.033281405,0.066553359,0.708974554,0.069408262,0.040144068,0.082803897,0.054117443,0.03276153,0.066190901,0.056849666,0.049230769,0.060036599,0.04313238,0.037019144,0.678242577,0.04219379,0.042488178
cg06912252,0.060814009,0.379827555,0.123261474,0.061501821,0.604143036,0.058214181,0.051088777,0.856569134,0.061220573,0.331172199,0.077763267,0.734614588,0.124695919,0.498787035,0.039139226,0.087574288,0.046956728,0.071929985,0.537009336,0.631555527,0.059660076,0.587519026,0.044871054,0.243179356,0.067731523,0.06981329,0.489319602,0.041365649,0.073400806,0.059550046,0.081158291,0.567719486,0.030424799,0.0854931,0.073601855,0.711637218,0.061163785,0.160179268
cg06400704,0.262954994,0.05233978,0.171441817,0.067526555,0.602472982,0.073623365,0.214939401,0.917501996,0.070693789,0.870473647,0.101484872,0.313438095,0.219840849,0.225968154,0.223754702,0.070832012,0.096126392,0.095201437,0.659548781,0.732804489,0.094779524,0.189212421,0.163386934,0.859248652,0.045733931,0.084899749,0.220974445,0.085003579,0.062617481,0.044477172,0.096531792,0.101918465,0.104063578,0.08018018,0.136561743,0.368187045,0.062912347,0.235829066
cg09907936,0.032393429,0.062291933,0.230121251,0.051837586,0.656968635,0.083282638,0.030808156,0.569850085,0.128560955,0.358033384,0.025667745,0.761100215,0.268490733,0.041715797,0.026064807,0.068182624,0.05751956,0.168257135,0.456557962,0.749814356,0.029867003,0.807895376,0.056099585,0.358120992,0.060855825,0.025113122,0.033595752,0.06467172,0.032426625,0.056693853,0.138405241,0.029547038,0.368925331,0.026155108,0.203837115,0.774169301,0.040221217,0.288347812
cg01915516,0.75219472,0.026507262,0.137656192,0.046762076,0.628659774,0.074487334,0.727559451,0.018003745,0.123387471,0.030456853,0.089249217,0.789971956,0.174119726,0.028029972,0.022474292,0.055621023,0.049226284,0.074022287,0.11302178,0.697146202,0.013067015,0.005903623,0.026759548,0.019904711,0.04382186,0.006352642,0.029627182,0.015239273,0.048340102,0.051298574,0.071543721,0.00770956,0.015085739,0.019664786,0.112483142,0.735562023,0.042132156,0.204704312
cg07113230,0.443058599,0.036318867,0.042485838,0.072937063,0.542638155,0.031959014,0.470003428,0.022895507,0.107904169,0.309474964,0.622586617,0.702384156,0.063532929,0.040830946,0.336059716,0.066635319,0.03305971,0.018627041,0.047631006,0.628012279,0.01587129,0.755673877,0.227842739,0.504678679,0.040084388,0.423173363,0.031919545,0.022799518,0.023580102,0.033741918,0.028684701,0.018300153,0.547208897,0.017561592,0.016705336,0.681087268,0.030952565,0.051298754
cg19268498,0.050977004,0.099074464,0.126648217,0.088770328,0.556398302,0.056907659,0.054040828,0.821621152,0.246456257,0.445577294,0.029697269,0.811368528,0.132310003,0.105411561,0.058390375,0.067487584,0.04866562,0.050084602,0.62703749,0.649500701,0.036594836,0.034416978,0.054940672,0.431432974,0.087610558,0.033375089,0.068743773,0.04189849,0.054366265,0.065752788,0.063399548,0.037173602,0.031477501,0.033422759,0.056664291,0.819994837,0.051635992,0.155444343
cg05311909,0.706637482,0.056446545,0.112687776,0.550037656,0.44732219,0.332010751,0.654738162,0.337853403,0.020732222,0.486512187,0.163934426,0.627451723,0.145079645,0.686264685,0.05288285,0.711337868,0.650907427,0.106965455,0.385347432,0.399910759,0.062387522,0.542961478,0.07237898,0.503769493,0.076534274,0.067611831,0.689907962,0.614643696,0.082061522,0.051804889,0.282558281,0.067396102,0.069265209,0.0728255,0.079287216,0.59288614,0.086355122,0.129877192
cg10980436,0.411139943,0.024851317,0.105808647,0.039799167,0.420475698,0.054908486,0.408192531,0.760318477,0.039403435,0.594823602,0.511902445,0.713172176,0.138361281,0.034336614,0.379427342,0.082711306,0.015178158,0.216905901,0.603064924,0.542850187,0.022731085,0.583990895,0.269641281,0.689330892,0.042565523,0.491246987,0.034765814,0.017633623,0.035906392,0.038095822,0.065518735,0.017782041,0.293624161,0.02148817,0.176543137,0.651185417,0.024517952,0.145377504
cg03851143,0.056840346,0.080505519,0.054485308,0.091862896,0.678019234,0.050738255,0.053107197,0.57923132,0.038456284,0.077464789,0.03914123,0.872272642,0.053297657,0.058647242,0.076352152,0.072408982,0.050676609,0.054960972,0.544859201,0.792171563,0.036647828,0.048691224,0.052473526,0.06383792,0.091193493,0.045425142,0.07182714,0.069484735,0.050862716,0.062778218,0.042532751,0.044588542,0.026687476,0.061134163,0.048427538,0.854340417,0.048111119,0.058972857
cg24671344,0.026565913,0.043518558,0.08144223,0.067630378,0.136245619,0.038120146,0.03073179,0.756019077,0.068351244,0.808873451,0.03163944,0.761972745,0.111605054,0.059424327,0.03152762,0.078861789,0.082242258,0.026746507,0.095889128,0.290972138,0.037840671,0.018009932,0.02425963,0.822250742,0.069129546,0.022328843,0.047267997,0.063038371,0.040399513,0.052250551,0.033054109,0.022486933,0.017203738,0.029928021,0.029910612,0.729726321,0.03967597,0.068574801
cg06963233,0.162601626,0.068970918,0.172470387,0.085489997,0.655157611,0.089474234,0.140359131,0.824175824,0.094387415,0.793890178,0.070830101,0.091488894,0.16694695,0.068057886,0.215694398,0.088421816,0.059445585,0.089521872,0.51468747,0.691894498,0.228573569,0.063260596,0.115466857,0.825050474,0.094065533,0.072080104,0.059776721,0.102551521,0.089427108,0.0711449,0.080551368,0.091161499,0.748984772,0.38787709,0.086467127,0.080256032,0.078767655,0.19248559
cg03145999,0.07819204,0.26051063,0.12667693,0.1628379,0.067817873,0.039447461,0.110697032,0.854903754,0.076626856,0.181057891,0.074976807,0.750021177,0.107813629,0.218956859,0.580309928,0.181076025,0.193167631,0.045610641,0.729456412,0.170511745,0.045457681,0.34661601,0.419731259,0.265152421,0.063576044,0.08538141,0.177199585,0.197881066,0.043159781,0.059546637,0.065129391,0.897611074,0.5544,0.081791938,0.081611047,0.689628342,0.046907969,0.155039613
cg23302682,0.031340235,0.03928042,0.114151126,0.04788541,0.568836762,0.07234085,0.041941971,0.821048859,0.201207057,0.217744761,0.034789331,0.7558058,0.157732949,0.050540654,0.04945573,0.051486172,0.041529334,0.064979836,0.59299373,0.651014398,0.028692118,0.025092251,0.049031428,0.340139074,0.05007552,0.029755249,0.042569477,0.038123167,0.033204633,0.039535686,0.051291722,0.037779214,0.768047544,0.029800944,0.038833707,0.601084885,0.039591396,0.139914904
cg03663462,0.468157955,0.062949742,0.18258519,0.305400485,0.613154119,0.071826479,0.460523438,0.852030282,0.078318158,0.830620856,0.082047514,0.77462346,0.206449645,0.355715102,0.366788463,0.368637268,0.14503616,0.117214321,0.277506266,0.669761388,0.093468329,0.056991831,0.21623827,0.855086271,0.10986572,0.155783763,0.3055739,0.225987457,0.100575453,0.09972446,0.083140623,0.08563504,0.306710333,0.098061148,0.115261735,0.668050941,0.088382964,0.186443407
